result_id,cdm_name,result_type,package_name,package_version,group_name,group_level,strata_name,strata_level,variable_name,variable_level,estimate_name,estimate_type,estimate_value,additional_name,additional_level
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Lesion of ulnar nerve,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 374027
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Furuncle,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4220002
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Furuncle,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4220002
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Migraine,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 318736
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Migraine,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 318736
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Ulnar nerve entrapment at elbow,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4043721
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Ulnar nerve entrapment at elbow,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4043721
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Finding of pulse rate,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4103199
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Finding of pulse rate,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4103199
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Menopausal flushing,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4113666
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Menopausal flushing,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4113666
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Talipes planus,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 437969
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Talipes planus,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 437969
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Carpal tunnel syndrome,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 380094
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Carpal tunnel syndrome,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 380094
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Exercise grading,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4052467
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Exercise grading,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4052467
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Acute tonsillitis,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 24660
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Acute tonsillitis,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 24660
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Absence of sensation,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4141128
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Absence of sensation,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4141128
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Injury of knee,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 444132
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Injury of knee,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 444132
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Upper respiratory infection,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4181583
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Upper respiratory infection,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4181583
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Open wound of forearm,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4053599
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Open wound of forearm,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4053599
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Headache,-inf to -366,count,numeric,3,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 378253
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Headache,-inf to -366,percentage,percentage,50,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 378253
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,No matching concept,-inf to -366,count,numeric,3,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 0
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,No matching concept,-inf to -366,percentage,percentage,50,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 0
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Ear symptom,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4199813
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Ear symptom,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4199813
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Premature menopause,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 198715
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Premature menopause,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 198715
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Cervical smear - negative,-inf to -366,count,numeric,2,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4155376
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Cervical smear - negative,-inf to -366,percentage,percentage,33.3333333333333,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4155376
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Blood pressure finding,-inf to -366,count,numeric,4,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4214962
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Blood pressure finding,-inf to -366,percentage,percentage,66.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4214962
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Patient self-report,-inf to -366,count,numeric,2,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 32865
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Patient self-report,-inf to -366,percentage,percentage,33.3333333333333,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 32865
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Achilles tendinitis,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 77963
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Achilles tendinitis,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 77963
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Intermenstrual bleeding - irregular,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 195012
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Intermenstrual bleeding - irregular,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 195012
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Pain in upper limb,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4009890
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Pain in upper limb,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4009890
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Tremor,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 443782
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Tremor,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 443782
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Wrist joint pain,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4115367
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Wrist joint pain,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4115367
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Chronic granular pharyngitis,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4126438
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Chronic granular pharyngitis,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4126438
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Urticaria,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 139900
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Urticaria,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 139900
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Dyspnea,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 312437
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Dyspnea,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 312437
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Allergic reaction to drug,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4166257
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Allergic reaction to drug,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4166257
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Pain of breast,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 73819
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Pain of breast,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 73819
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Disorder of eyelid,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 376125
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Disorder of eyelid,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 376125
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Abdominal pain,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 200219
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Abdominal pain,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 200219
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Depressive disorder,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 440383
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Depressive disorder,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 440383
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Ankle pain,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4090553
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Ankle pain,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4090553
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Asthma,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 317009
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Asthma,-inf to -366,percentage,percentage,16.6666666666667,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 317009
1,cdmGold,summarised_large_scale_characteristics,PatientProfiles,0.6.2,cohort_name,hpv_outc_anal_d_cohort,overall,overall,Musculoskeletal chest pain,-inf to -366,count,numeric,1,table_name &&& type &&& analysis &&& concept,condition_occurrence &&& event &&& standard &&& 4092930
